CASENUM,SURVIVED,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERMVIT,PERNOTMVIT,NUM_INJ,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,HARM_EV,ALCOHOL,MAX_SEV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,INT_HWY,CF1,CF2,CF3,WKDY_IM,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,PSUSTRAT,WEIGHT
2.02E+11,1.00E+00,3,83,2810,83,1,10,2,2,0,0,2,0,0,1,2018,1,13,42,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,13,42,12,1,0,1,1,1,0,0,2,13,239.7806842
2.02E+11,1.00E+00,3,63,2907,63,2,6,2,2,0,0,3,0,1,2,2018,3,19,0,12,2,1,1,0,3,2,0,1,3,2,0,2,0,0,0,0,0,3,19,0,12,1,0,3,3,2,1,1,2,16,66.29050598
2.02E+11,1.00E+00,1,13,1208,13,1,9,2,2,0,0,5,0,0,1,2018,7,14,15,12,9,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,7,14,15,12,7,0,1,1,1,0,0,2,3,180.9353469
2.02E+11,1.00E+00,3,54,514,54,1,9,2,2,0,0,4,0,0,2,2018,6,7,29,12,2,0,8,0,1,1,1,1,1,1,0,1,0,0,0,0,0,6,7,29,12,8,0,1,1,1,0,0,2,14,170.6048825
2.02E+11,1.00E+00,1,13,1208,13,1,10,2,2,0,0,2,0,0,1,2018,5,15,20,12,9,0,6,8,2,3,0,1,1,1,0,1,0,0,0,0,0,5,15,20,12,6,0,2,1,1,0,0,2,3,250.2412765
2.02E+11,1.00E+00,3,63,2907,63,2,6,2,2,0,0,2,0,2,2,2018,3,12,55,12,2,1,1,0,1,1,0,1,1,2,0,2,0,0,0,0,0,3,12,55,12,1,0,1,1,2,1,2,2,16,66.29050598
2.02E+11,1.00E+00,1,13,1208,13,1,2,1,1,0,1,2,1,1,1,2018,3,17,15,9,9,2,0,8,3,2,0,1,3,2,0,2,0,0,0,0,0,3,17,15,9,0,0,3,3,2,2,1,2,3,32.07187558
2.02E+11,1.00E+00,2,25,2087,25,1,9,1,1,0,0,1,0,0,2,2018,3,18,20,11,2,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,3,18,20,11,0,0,1,2,1,0,0,2,8,166.8760737
2.02E+11,1.00E+00,3,54,514,54,1,7,2,2,0,0,4,0,0,2,2018,3,21,9,12,2,0,6,8,2,2,1,1,2,10,0,10,0,0,0,0,0,3,21,9,12,6,0,2,2,10,0,0,2,14,134.162398
2.02E+11,1.00E+00,3,54,514,54,1,8,2,2,0,0,3,0,1,2,2018,4,12,40,12,2,2,6,8,2,3,1,1,1,2,0,2,0,0,0,0,0,4,12,40,12,6,0,2,1,2,2,1,2,14,161.2307429
2.02E+11,1.00E+00,3,17,1050,17,1,9,2,2,0,0,2,0,0,1,2018,2,11,50,12,2,0,6,0,2,98,0,1,1,10,0,10,0,0,0,0,0,2,11,50,12,6,0,2,1,10,0,0,2,15,171.5466983
2.02E+11,1.00E+00,2,25,2087,25,1,5,2,2,0,0,2,0,1,2,2018,4,12,10,12,2,3,6,0,2,2,0,1,1,10,0,10,0,0,0,0,0,4,12,10,12,6,0,2,1,10,3,1,2,8,26.95854954
2.02E+11,1.00E+00,3,63,2907,63,2,10,2,2,0,0,4,0,0,2,2018,4,19,41,12,2,0,6,0,2,2,0,1,3,10,0,10,0,0,0,0,0,4,19,41,12,6,0,2,3,10,0,0,2,16,230.5853558
2.02E+11,1.00E+00,4,44,388,44,2,10,1,1,0,0,1,0,0,2,2018,5,16,47,11,2,0,0,0,1,1,0,1,1,98,0,98,0,0,0,0,0,5,16,47,11,0,0,1,1,1,0,0,2,25,232.5053513
2.02E+11,1.00E+00,2,25,2087,25,1,7,2,2,0,0,2,0,0,2,2018,5,6,55,12,2,0,6,0,3,2,0,1,1,3,0,3,0,0,0,0,0,5,6,55,12,6,0,3,1,3,0,0,2,8,132.193686
2.02E+11,1.00E+00,3,38,578,38,1,5,2,2,0,0,5,0,3,2,2018,7,14,54,12,2,3,6,8,2,2,0,1,1,10,0,10,0,0,0,0,0,7,14,54,12,6,0,2,1,10,3,3,2,14,26.85170519
2.02E+11,1.00E+00,3,17,1053,17,1,9,2,2,0,0,3,0,0,1,2018,2,6,51,12,2,0,6,0,2,98,0,1,3,1,0,1,0,0,0,0,0,2,6,51,12,6,0,2,3,1,0,0,2,15,171.5466983
2.02E+11,1.00E+00,2,45,1283,45,2,9,2,2,0,0,2,0,0,1,2018,6,11,15,12,2,0,2,0,1,1,0,11,1,1,0,1,0,0,0,0,0,6,11,15,12,2,0,1,1,1,0,0,2,9,170.9728193
2.02E+11,1.00E+00,4,44,388,44,2,9,2,2,0,0,5,0,0,2,2018,1,19,24,12,2,0,6,0,2,98,0,1,3,98,0,98,0,0,0,0,0,1,19,24,12,6,0,2,3,1,0,0,2,25,168.0076528
2.02E+11,1.00E+00,3,63,2907,63,2,8,2,2,0,0,2,0,2,2,2018,5,17,47,12,2,1,6,0,2,3,0,1,5,1,0,1,0,0,0,0,0,5,17,47,12,6,0,2,5,1,1,2,2,16,155.171649
2.02E+11,1.00E+00,3,63,2907,63,2,5,1,1,0,0,2,0,2,2,2018,6,6,35,42,2,3,0,0,3,3,0,4,2,10,0,10,0,0,0,0,0,6,6,35,42,0,0,3,2,10,3,2,2,16,26.80882444
2.02E+11,1.00E+00,2,45,1283,45,2,10,2,2,0,0,2,0,0,1,2018,2,9,53,12,2,0,9,0,1,1,0,1,1,4,0,4,0,0,0,0,0,2,9,53,12,9,0,1,1,4,0,0,2,9,234.9863047
2.02E+11,1.00E+00,4,44,388,44,2,2,1,1,0,1,1,1,1,2,2018,6,18,32,9,2,2,0,0,3,98,0,1,3,98,0,98,0,0,0,0,0,6,18,32,9,0,0,3,3,10,2,1,2,25,29.54188634
2.02E+11,1.00E+00,4,44,388,44,2,10,1,1,0,0,1,0,0,2,2018,7,11,13,53,2,0,0,0,1,1,0,4,1,98,0,98,0,0,0,0,0,7,11,13,53,0,0,1,1,1,0,0,2,25,232.5053513
2.02E+11,1.00E+00,4,41,160,41,1,6,2,2,0,0,2,0,1,2,2018,4,14,41,12,9,1,99,8,98,1,0,1,1,2,0,2,0,0,0,0,0,4,14,41,12,7,0,1,1,2,1,2,2,22,72.54516698
2.02E+11,1.00E+00,2,45,1283,45,2,6,2,2,0,0,3,0,2,1,2018,4,16,59,12,2,2,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,16,59,12,2,0,1,1,1,2,2,2,9,64.18333745
2.02E+11,1.00E+00,4,41,160,41,1,9,1,1,0,0,1,0,0,2,2018,3,6,55,18,2,0,0,8,98,1,0,2,3,10,0,10,0,0,0,0,0,3,6,55,18,0,0,5,3,10,0,0,2,22,181.9225615
2.02E+11,1.00E+00,4,41,160,41,1,8,2,2,0,0,3,0,3,2,2018,6,18,22,12,2,2,1,8,98,1,0,1,3,1,0,1,0,0,0,0,0,6,18,22,12,1,0,1,3,1,2,3,2,22,172.3259229
2.02E+11,1.00E+00,3,63,2907,63,2,6,2,2,0,0,5,0,1,2,2018,6,16,23,12,2,1,1,0,3,2,0,1,1,10,0,10,0,0,0,0,0,6,16,23,12,1,0,3,1,10,1,1,2,16,66.29050598
2.02E+11,1.00E+00,4,41,160,41,1,10,2,2,0,0,4,0,0,2,2018,4,12,24,12,2,0,6,8,3,3,0,1,1,2,0,2,0,0,0,0,0,4,12,24,12,6,0,3,1,2,0,0,2,22,257.7043256
2.02E+11,1.00E+00,4,41,160,41,1,3,2,2,0,0,2,0,1,2,2018,6,14,6,12,2,1,7,8,98,1,0,1,1,1,0,1,0,0,0,0,0,6,14,6,12,7,0,1,1,1,1,1,2,22,29.87819619
2.02E+11,1.00E+00,4,41,160,41,1,6,3,3,0,0,4,0,1,2,2018,3,17,40,12,2,1,7,8,98,1,0,1,1,1,0,1,0,1,0,0,0,3,17,40,12,7,0,1,1,1,1,1,2,22,72.54516698
2.02E+11,1.00E+00,4,60,234,60,1,8,2,2,0,0,2,0,2,1,2018,3,6,40,12,2,1,6,8,2,3,0,1,1,1,0,1,0,0,0,0,0,3,6,40,12,6,0,2,1,1,1,2,2,21,194.6621747
2.02E+11,1.00E+00,3,54,514,54,1,10,2,2,0,0,2,0,0,2,2018,2,22,10,12,2,0,1,8,3,3,1,1,2,1,0,1,0,1,0,0,0,2,22,10,12,1,0,3,2,1,0,0,2,14,238.1588224
2.02E+11,1.00E+00,4,41,160,41,1,6,1,1,0,0,1,0,1,2,2018,7,4,42,20,1,2,0,8,5,1,0,8,3,1,0,1,0,0,0,0,0,7,4,42,20,0,1,5,3,1,2,1,1,22,72.54516698
2.02E+11,1.00E+00,4,41,160,41,1,9,2,2,0,0,2,0,0,2,2018,5,8,2,12,9,0,7,0,1,1,0,1,1,1,0,1,0,1,0,0,0,5,8,2,12,7,0,1,1,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,3,54,514,54,1,7,2,2,0,0,2,0,0,2,2018,4,7,38,12,2,0,6,8,2,3,2,1,1,10,0,10,0,0,0,0,0,4,7,38,12,6,0,2,1,10,0,0,2,14,134.162398
2.02E+11,1.00E+00,3,38,571,38,1,6,2,2,0,0,2,0,1,2,2018,6,8,19,12,2,1,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,6,8,19,12,1,0,1,1,10,1,1,2,14,68.14022451
2.02E+11,1.00E+00,3,38,571,38,1,5,2,2,0,0,2,0,1,2,2018,7,13,10,12,2,3,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,7,13,10,12,6,0,2,1,1,3,1,2,14,26.85170518
2.02E+11,1.00E+00,3,17,1040,17,1,8,2,2,0,0,2,0,1,1,2018,7,22,9,12,2,2,8,0,1,1,0,1,3,2,0,2,0,0,0,0,0,7,22,9,12,8,0,1,3,2,2,1,2,15,160.2243118
2.02E+11,1.00E+00,3,17,1040,17,1,9,2,2,0,0,2,0,0,1,2018,2,7,31,12,2,0,1,1,3,98,0,1,4,1,0,1,0,1,0,0,0,2,7,31,12,1,1,3,4,1,0,0,2,15,171.5466983
2.02E+11,1.00E+00,4,60,234,60,1,6,7,7,0,0,7,0,3,1,2018,3,13,42,12,2,1,1,8,3,98,0,1,1,1,0,1,0,0,0,0,0,3,13,42,12,1,0,3,1,1,1,3,2,21,82.62303098
2.02E+11,1.00E+00,4,60,234,60,1,2,1,1,0,1,1,1,1,1,2018,5,14,55,9,2,1,0,8,3,2,0,1,1,1,0,1,0,0,0,0,0,5,14,55,9,0,0,3,1,1,1,1,2,21,37.52676481
2.02E+11,1.00E+00,4,60,234,60,1,6,3,3,0,0,3,0,2,1,2018,4,9,2,12,2,1,1,8,3,98,0,1,1,1,0,1,0,0,0,0,0,4,9,2,12,1,0,3,1,1,1,2,2,21,82.62303098
2.02E+11,1.00E+00,4,41,161,41,1,9,2,2,0,0,4,0,0,2,2018,2,11,41,12,9,0,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,2,11,41,12,6,0,2,1,1,0,0,2,22,181.9225615
2.02E+11,1.00E+00,4,41,161,41,1,8,2,2,0,0,6,0,3,2,2018,1,15,19,12,1,2,98,8,2,3,0,1,1,1,0,1,0,0,0,0,0,1,15,19,12,6,0,2,1,1,2,3,1,22,172.325923
2.02E+11,1.00E+00,4,41,161,41,1,4,2,2,0,0,2,0,1,2,2018,6,11,5,12,2,3,98,8,2,2,0,1,1,1,0,1,0,0,0,0,0,6,11,5,12,6,0,2,1,1,3,1,2,22,14.52206984
2.02E+11,1.00E+00,4,41,165,41,1,9,2,2,0,0,2,0,0,2,2018,6,12,27,12,2,0,2,8,2,2,0,1,1,1,0,1,0,0,0,0,0,6,12,27,12,2,0,2,1,1,0,0,2,22,181.9225614
2.02E+11,1.00E+00,4,41,165,41,1,6,1,1,0,0,2,0,1,2,2018,6,12,48,42,2,2,0,8,3,3,0,4,1,1,0,1,0,0,0,0,0,6,12,48,42,0,0,3,1,1,2,1,2,22,72.54516698
2.02E+11,1.00E+00,3,30,3296,30,1,2,1,1,0,1,1,1,1,2,2018,6,7,24,8,2,3,0,8,98,1,0,1,1,10,0,10,0,0,0,0,0,6,7,24,8,0,0,1,1,10,3,1,2,14,31.16493151
2.02E+11,1.00E+00,3,30,3296,30,1,9,2,2,0,0,4,0,0,2,2018,6,14,25,12,2,0,11,8,2,3,0,1,1,10,0,10,0,0,0,0,0,6,14,25,12,11,0,2,1,10,0,0,2,14,161.0898393
2.02E+11,1.00E+00,3,30,3296,30,1,7,1,1,0,0,1,0,0,2,2018,6,20,12,43,2,0,0,8,98,1,0,4,3,1,0,1,0,0,0,0,0,6,20,12,43,0,0,1,3,1,0,0,2,14,133.0856576
2.02E+11,1.00E+00,3,30,3296,30,1,10,1,1,0,0,1,0,99,2,2018,2,9,45,30,9,9,0,8,98,1,0,4,1,2,0,2,0,0,0,0,0,2,9,45,30,0,0,1,1,2,0,0,2,14,242.8595266
2.02E+11,1.00E+00,4,41,160,41,1,10,2,2,0,0,4,0,0,2,2018,7,20,51,12,2,0,1,8,98,1,0,1,3,1,0,1,0,0,0,0,0,7,20,51,12,1,0,1,3,1,0,0,2,22,257.7043256
2.02E+11,1.00E+00,4,64,305,64,1,4,2,2,0,0,3,0,3,2,2018,3,5,25,12,2,3,6,8,2,3,0,1,3,1,0,1,0,0,0,0,0,3,5,25,12,6,0,2,3,1,3,3,2,23,16.41630449
2.02E+11,1.00E+00,4,64,305,64,1,2,1,1,0,1,6,1,1,3,2018,6,15,25,9,2,2,0,0,1,1,0,1,1,10,0,10,0,0,0,0,0,6,15,25,9,0,0,1,1,10,2,1,2,23,35.64519262
2.02E+11,1.00E+00,4,64,305,64,1,6,1,1,0,0,1,0,1,3,2018,3,7,48,34,2,2,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,3,7,48,34,0,0,1,1,1,2,1,2,23,78.13454015
2.02E+11,1.00E+00,4,49,261,49,1,6,2,2,0,0,3,0,2,2,2018,6,13,20,12,2,1,1,8,3,98,0,1,1,1,0,1,0,0,0,0,0,6,13,20,12,1,0,3,1,1,1,2,2,21,83.84834563
2.02E+11,1.00E+00,4,68,295,68,1,9,2,2,0,0,2,0,0,2,2018,4,12,58,12,2,0,7,0,1,1,0,1,1,1,0,1,0,0,0,0,0,4,12,58,12,7,0,1,1,1,0,0,2,23,190.6981016
2.02E+11,1.00E+00,4,56,211,211,1,9,5,5,0,0,11,0,0,3,2018,6,5,15,12,2,0,6,0,1,1,0,1,3,10,0,10,0,1,0,0,0,6,5,15,12,6,0,1,3,10,0,0,2,20,187.1933079
2.02E+11,1.00E+00,4,56,214,214,1,9,2,2,0,0,4,0,0,2,2018,2,11,35,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2,11,35,12,1,0,1,1,1,0,0,2,20,187.1933079
2.02E+11,1.00E+00,4,56,189,189,1,5,2,2,0,0,2,0,1,2,2018,2,12,30,12,2,3,2,8,2,2,0,1,1,1,0,1,0,0,0,0,0,2,12,30,12,2,0,2,1,1,3,1,2,20,30.49019037
2.02E+11,1.00E+00,4,56,189,189,1,6,1,1,0,0,1,0,1,2,2018,3,9,0,17,2,1,0,8,3,10,0,4,1,1,0,1,0,0,0,0,0,3,9,0,17,0,0,3,1,1,1,1,2,20,76.42125784
2.02E+11,1.00E+00,4,44,388,44,2,10,2,2,0,0,2,0,0,1,2018,6,12,42,54,2,0,11,0,1,1,0,1,1,98,0,98,0,0,14,0,0,6,12,42,54,11,0,1,1,1,0,0,2,25,232.5053513
2.02E+11,1.00E+00,4,44,388,44,2,9,2,2,0,0,2,0,0,1,2018,3,11,25,12,2,0,1,0,3,98,0,1,1,98,0,98,0,0,0,0,0,3,11,25,12,1,0,3,1,1,0,0,2,25,168.0076528
2.02E+11,1.00E+00,4,44,388,44,2,8,2,2,0,0,3,0,2,1,2018,3,7,43,12,2,1,1,0,1,1,0,1,1,98,0,98,0,0,0,0,0,3,7,43,12,1,0,1,1,1,1,2,2,25,156.5549779
2.02E+11,1.00E+00,4,44,388,44,2,2,1,1,0,1,1,1,1,1,2018,7,11,1,9,2,1,0,0,2,98,0,1,1,98,0,98,0,0,0,0,0,7,11,1,9,0,0,2,1,1,1,1,2,25,29.54188634
2.02E+11,1.00E+00,3,33,1481,33,1,9,2,2,0,0,2,0,0,2,2018,2,6,35,12,2,0,6,8,2,2,0,1,1,10,0,10,0,0,0,0,0,2,6,35,12,6,0,2,1,10,0,0,2,11,170.3510796
2.02E+11,1.00E+00,3,33,1484,33,1,9,2,2,0,0,2,0,0,2,2018,2,7,49,12,2,0,1,0,1,1,0,1,1,10,0,10,0,0,0,0,0,2,7,49,12,1,0,1,1,10,0,0,2,11,170.3510796
2.02E+11,1.00E+00,2,25,2087,25,1,10,2,2,0,0,2,0,0,2,2018,5,19,35,12,2,0,1,0,1,1,0,1,2,10,0,10,0,0,0,0,0,5,19,35,12,1,0,1,2,10,0,0,2,8,233.2764015
2.02E+11,1.00E+00,2,25,2087,25,1,6,2,2,0,0,2,0,1,2,2018,6,5,55,12,2,2,6,1,5,1,0,1,3,4,0,4,0,1,0,0,0,6,5,55,12,6,1,5,3,4,2,1,2,8,66.66710035
2.02E+11,1.00E+00,3,38,568,38,1,8,3,3,0,0,3,0,1,2,2018,2,8,48,12,2,1,7,8,8,1,0,1,1,2,0,2,0,0,0,0,0,2,8,48,12,7,0,8,1,2,1,1,2,14,159.5485496
2.02E+11,1.00E+00,3,54,525,54,1,8,2,2,0,0,4,0,1,2,2018,5,15,46,12,2,1,6,0,8,1,1,1,1,1,0,1,0,0,0,0,0,5,15,46,12,6,0,8,1,1,1,1,2,14,161.2307429
2.02E+11,1.00E+00,3,54,525,54,1,7,3,3,0,0,5,0,0,2,2018,5,16,57,12,2,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,5,16,57,12,1,0,1,1,1,0,0,2,14,151.3274299
2.02E+11,1.00E+00,3,33,1477,33,1,10,2,2,0,0,2,0,0,2,2018,2,12,49,12,2,0,7,0,8,1,0,1,1,10,0,10,0,0,0,0,0,2,12,49,12,7,0,8,1,10,0,0,2,11,239.5108657
2.02E+11,1.00E+00,3,63,2907,63,2,6,3,3,0,0,7,0,7,2,2018,7,11,50,12,2,2,1,0,3,98,0,1,1,2,0,2,0,0,0,0,0,7,11,50,12,1,0,3,1,2,2,7,2,16,66.29050598
2.02E+11,1.00E+00,3,63,2907,63,2,5,2,2,0,0,5,0,3,2,2018,7,11,41,12,2,3,6,0,2,2,0,1,1,2,0,2,0,0,0,0,0,7,11,41,12,6,0,2,1,2,3,3,2,16,26.80882444
2.02E+11,1.00E+00,3,38,568,38,1,6,2,2,0,0,2,0,1,2,2018,5,22,40,12,2,1,1,8,2,2,0,1,3,1,0,1,0,0,0,0,0,5,22,40,12,1,0,2,3,1,1,1,2,14,68.14022451
2.02E+11,1.00E+00,3,33,1477,33,1,9,2,2,0,0,2,0,0,2,2018,2,16,28,12,9,0,1,8,3,3,0,1,1,1,0,1,0,0,0,0,0,2,16,28,12,1,0,3,1,1,0,0,2,11,170.3510796
2.02E+11,1.00E+00,2,27,893,27,1,9,2,2,0,0,2,0,0,2,2018,2,13,1,12,2,0,1,0,3,2,0,1,1,1,0,1,0,0,0,0,0,2,13,1,12,1,0,3,1,1,0,0,2,6,164.3174014
2.02E+11,1.00E+00,3,17,1053,17,1,10,3,1,2,0,2,0,0,1,2018,4,14,21,14,2,0,0,0,1,1,0,7,1,1,0,1,0,0,14,0,0,4,14,21,14,0,0,1,1,1,0,0,2,15,238.546544
2.02E+11,1.00E+00,3,38,568,38,1,9,2,2,0,0,2,0,0,2,2018,6,13,30,12,2,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6,13,30,12,1,0,1,1,1,0,0,2,14,170.6493624
2.02E+11,1.00E+00,3,63,2907,63,2,9,2,2,0,0,2,0,0,2,2018,2,18,42,12,2,0,1,0,3,2,0,1,3,1,0,1,0,0,0,0,0,2,18,42,12,1,0,3,3,1,0,0,2,16,165.9362934
2.02E+11,1.00E+00,3,17,1053,17,1,2,1,1,0,1,1,1,1,1,2018,4,14,35,8,2,2,0,0,3,3,0,1,1,10,0,10,0,0,0,0,0,4,14,35,8,0,0,3,1,10,2,1,2,15,30.02640412
2.02E+11,1.00E+00,2,67,1919,67,1,10,2,2,0,0,2,0,0,1,2018,4,8,20,12,2,0,7,0,1,1,0,1,1,10,0,10,0,1,0,0,0,4,8,20,12,7,0,1,1,10,0,0,2,8,233.9772104
2.02E+11,1.00E+00,2,67,1919,67,1,8,2,2,0,0,3,0,1,1,2018,4,9,2,12,2,2,6,8,2,2,0,1,1,10,0,10,0,0,0,0,0,4,9,2,12,6,0,2,1,10,2,1,2,8,157.3009051
2.02E+11,1.00E+00,3,38,573,38,1,10,2,2,0,0,2,0,0,2,2018,1,19,50,12,2,0,6,8,2,2,0,1,2,1,0,1,0,0,0,0,0,1,19,50,12,6,0,2,2,1,0,0,2,14,239.7134985
2.02E+11,1.00E+00,2,27,893,27,1,10,2,2,0,0,5,0,0,2,2018,1,18,17,12,9,0,1,0,1,1,0,1,3,1,0,1,0,0,0,0,0,1,18,17,12,1,0,1,3,1,0,0,2,6,230.8028014
2.02E+11,1.00E+00,2,27,893,27,1,6,2,1,1,0,1,0,1,2,2018,4,2,26,14,1,1,0,0,1,1,0,7,2,1,0,1,0,0,0,0,0,4,2,26,14,0,0,1,2,1,1,1,1,6,66.23651699
2.02E+11,1.00E+00,3,54,516,54,1,7,1,1,0,0,1,0,0,2,2018,4,6,15,42,2,0,0,0,1,1,0,4,2,2,0,2,1,0,0,0,0,4,6,15,42,0,0,1,2,2,0,0,2,14,134.162398
2.02E+11,1.00E+00,3,54,516,54,1,6,2,2,0,0,5,0,1,2,2018,4,7,25,12,2,2,1,0,1,1,0,1,1,10,0,10,0,1,0,0,0,4,7,25,12,1,0,1,1,10,2,1,2,14,68.54769642
2.02E+11,1.00E+00,2,67,1919,67,1,6,2,2,0,0,2,0,1,1,2018,4,16,6,12,2,1,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,4,16,6,12,6,0,2,1,1,1,1,2,8,65.90088959
2.02E+11,1.00E+00,3,63,2907,63,2,2,1,1,0,1,1,1,1,2,2018,3,21,30,8,1,3,0,0,1,1,0,1,3,2,0,2,0,0,0,0,0,3,21,30,8,0,0,1,3,2,3,1,1,16,30.36363491
2.02E+11,1.00E+00,3,17,1053,17,1,6,3,2,1,0,2,0,1,1,2018,4,17,20,12,2,2,1,0,2,2,0,1,1,1,0,1,0,0,0,0,0,4,17,20,12,1,0,2,1,1,2,1,2,15,68.03654189
2.02E+11,1.00E+00,3,63,2907,63,2,8,2,2,0,0,3,0,3,2,2018,3,17,58,12,2,1,6,0,3,2,0,1,3,2,0,2,0,0,0,0,0,3,17,58,12,6,0,3,3,2,1,3,2,16,155.171649
2.02E+11,1.00E+00,1,22,1247,22,2,7,2,2,0,0,2,0,0,2,2018,5,10,9,12,2,0,6,8,2,3,0,1,1,1,0,1,1,0,0,0,0,5,10,9,12,6,0,2,1,1,0,0,2,5,163.1791249
2.02E+11,1.00E+00,3,33,1484,33,1,10,2,2,0,0,2,0,0,2,2018,3,11,50,12,2,0,7,1,5,1,0,1,1,10,0,10,0,0,0,0,0,3,11,50,12,7,1,5,1,10,0,0,2,11,239.5108657
2.02E+11,1.00E+00,3,38,569,38,1,10,3,3,0,0,3,0,0,2,2018,4,8,44,12,2,0,1,8,3,2,0,1,1,1,0,1,0,0,0,0,0,4,8,44,12,1,0,3,1,1,0,0,2,14,239.7134986
2.02E+11,1.00E+00,3,17,1053,17,1,9,2,2,0,0,2,0,0,1,2018,2,16,5,12,2,0,6,0,2,98,0,1,1,10,0,10,0,0,0,0,0,2,16,5,12,6,0,2,1,10,0,0,2,15,171.5466983
2.02E+11,1.00E+00,3,63,2907,63,2,6,2,2,0,0,2,0,2,2,2018,4,16,12,12,2,1,1,0,8,1,0,1,1,2,0,2,0,0,0,0,0,4,16,12,12,1,0,8,1,2,1,2,2,16,66.29050598
2.02E+11,1.00E+00,3,38,569,38,1,6,2,2,0,0,2,0,1,2,2018,3,15,43,12,2,1,7,8,3,2,0,1,1,10,0,10,0,0,0,0,0,3,15,43,12,7,0,3,1,10,1,1,2,14,68.14022454
2.02E+11,1.00E+00,3,38,569,38,1,9,2,2,0,0,2,0,0,2,2018,6,9,21,12,2,0,1,8,3,2,0,1,1,10,0,10,0,0,0,0,0,6,9,21,12,1,0,3,1,10,0,0,2,14,170.6493626
2.02E+11,1.00E+00,3,54,516,54,1,5,1,1,0,0,1,0,1,2,2018,5,15,10,34,2,3,0,0,1,1,0,4,1,1,0,1,0,0,0,0,0,5,15,10,34,0,0,1,1,1,3,1,2,14,47.6446141
2.02E+11,1.00E+00,3,33,1481,33,1,6,2,2,0,0,2,0,1,2,2018,3,14,48,12,2,1,6,8,2,3,0,1,1,2,0,2,0,0,0,0,0,3,14,48,12,6,1,2,1,2,1,1,2,11,84.7972389
2.02E+11,1.00E+00,3,63,2907,63,2,6,2,2,0,0,5,0,5,2,2018,5,12,55,12,2,1,6,0,8,1,0,1,1,10,0,10,0,0,0,0,0,5,12,55,12,6,0,8,1,10,1,5,2,16,66.29050598
2.02E+11,1.00E+00,2,67,1919,67,1,7,2,2,0,0,2,0,0,1,2018,4,20,40,12,2,0,7,0,1,1,0,1,3,10,0,10,0,1,0,0,0,4,20,40,12,7,0,1,3,10,0,0,2,8,131.6995163
2.02E+11,1.00E+00,3,33,1484,33,1,7,2,2,0,0,2,0,0,2,2018,3,17,3,12,2,0,7,0,1,1,1,1,1,10,0,10,0,1,0,0,0,3,17,3,12,7,0,1,1,10,0,0,2,11,136.9746958
2.02E+11,1.00E+00,3,63,2907,63,2,7,2,2,0,0,2,0,0,2,2018,5,6,0,12,2,0,1,0,3,2,0,1,3,2,0,2,0,0,0,0,0,5,6,0,12,1,0,3,3,2,1,1,2,16,130.4288927
2.02E+11,1.00E+00,3,54,516,54,1,10,1,1,0,0,1,0,0,2,2018,7,9,31,35,2,0,0,0,1,1,0,4,1,10,0,10,0,0,0,0,0,7,9,31,35,0,0,1,1,10,0,0,2,14,238.1588224
2.02E+11,1.00E+00,3,38,573,38,1,9,3,3,0,0,3,0,0,2,2018,1,13,36,12,2,0,1,8,3,2,0,1,1,10,0,10,0,0,0,0,0,1,13,36,12,1,0,3,1,10,0,0,2,14,170.6493625
2.02E+11,1.00E+00,3,63,2907,63,2,10,2,2,0,0,3,0,0,2,2018,5,4,56,12,2,0,1,0,3,3,1,1,3,10,0,10,0,0,0,0,0,5,4,56,12,1,0,3,3,10,0,0,2,16,230.5853558
2.02E+11,1.00E+00,2,25,2087,25,1,8,2,2,0,0,3,0,2,2,2018,4,9,33,12,2,2,2,0,2,2,0,1,1,10,0,10,0,0,0,0,0,4,9,33,12,2,0,2,1,10,2,2,2,8,156.6473085
2.02E+11,1.00E+00,3,54,516,54,1,5,2,2,0,0,2,0,1,2,2018,7,13,7,12,2,3,6,0,1,1,0,1,1,2,0,2,0,0,0,0,0,7,13,7,12,6,0,1,1,2,3,1,2,14,47.6446141
2.02E+11,1.00E+00,3,51,1098,51,1,3,2,2,0,0,2,0,1,2,2018,5,10,10,12,2,3,6,8,2,2,0,1,1,1,0,1,0,0,0,0,0,5,10,10,12,6,0,2,1,1,3,1,2,10,28.40034158
